,Address,Price per month €,Capacity,Link
6218,"20 Mount Argus Park, Harold's Cross, Harold's Cross, Dublin 6",2500.0,"3 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-20-mount-argus-park-harolds-cross-harolds-cross-dublin-6/3426022
6219,"Custom Hall (Block 1), Dublin 1",2500.0,"3 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-custom-hall-block-1-dublin-1/3284924
6203,"Fumbally Studios, Fumbally Lane, Dublin 8",2500.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-fumbally-studios-fumbally-lane-dublin-8/3183946
3614,"2 Bedroom 2 Bathroom Apartment, Node Living, 25 pembroke street upper, Dublin 2, Co. Dublin",2500.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/short-term-rental/2-Bedroom-2-Bathroom-Apartment-Node-Living-25-pembroke-street-upper-Dublin-2-Co-Dublin/4106782
6206,143 St Peter's Rdwalkinstown,2500.0,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-143-st-peters-rdwalkinstown/3427259
2008,"3 Bedroom Apartment, Santry Place , Swords Road, Santry, Dublin 9",2500.0,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/3-Bedroom-Apartment-Santry-Place--Swords-Road-Santry-Dublin-9/3234332/
3618,"node living, 25 pembroke street upper",2500.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/node-living-25-pembroke-street-upper/2010542
6204,"Knockrabo, Mount Anville Road, Goatstown, Dublin 14",2500.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-2-bed-knockrabo-mount-anville-road-goatstown-dublin-14/2621606
2734,2 Fontenoy Lane,2500.0,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/2-Fontenoy-Lane/5362675
3306,"Harmac Court, Brighton Avenue",2500.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Harmac-Court-Brighton-Avenue/4153525
2836,"Grattan Street, Dublin 2, Co. Dublin",2500.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Grattan-Street-Dublin-2-Co-Dublin/5300959
2844,238 Marina Village,2500.0,"3 bedrooms (1 single, 2 double), 2 bathrooms, unfurnished apartment",https://www.let.ie/property-to-rent/238-Marina-Village/5297678
1916,"2 Bedroom Apartment, O'callaghan Court, Erne Street Upper, Dublin 2",2500.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/2-Bedroom-Apartment-Ocallaghan-Court-Erne-Street-Upper-Dublin-2/3895143/
2631,143 St Peter\\\'s Rdwalkinstown,2500.0,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/143-St-Peters-Rdwalkinstown/5398799
4315,"Clarion Quay, IFSC, Dublin 1",2520.0,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/clarion-quay-ifsc-dublin-1/4098147
3443,Gallery Quay Apartment,2540.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/short-term-rental/Gallery-Quay-Apartment/2095630
3444,"Thomastown House, 1 Spencer Dock",2540.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/short-term-rental/Thomastown-House-1-Spencer-Dock/2095627
2040,"Thomastown House, 1 Spencer Dock, Dublin 1",2540.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Thomastown-House-1-Spencer-Dock-Dublin-1/2095627/
2039,"Gallery Quay Apartment, Grand Canal Dock, Dublin 2",2540.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Gallery-Quay-Apartment-Grand-Canal-Dock-Dublin-2/2095630/
6318,"Thomastown House, 1 Spencer Dock, Dublin 1",2540.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-thomastown-house-1-spencer-dock-dublin-1/2618871
6317,"Gallery Quay Apartment, Grand Canal Dock, Dublin 2",2540.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-gallery-quay-apartment-grand-canal-dock-dublin-2/2618886
974,"26 The Maples, Bird Avenue, Clonskeagh, Dublin 14",2550.0,"3 bedrooms (1 single, 2 double), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/26-The-Maples-Bird-Avenue-Clonskeagh-Dublin-14/5280364/
4219,"Burke Place, Kilmainham, Dublin 8",2550.0,"3 beds, 2 baths, House",https://www.myhome.ie/rentals/brochure/burke-place-kilmainham-dublin-8/4460080
2336,"Shelmartin Avenue, Marino",2550.0,"4 bedrooms (1 single, 3 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/Shelmartin-Avenue-Marino/5495941
2280,"Apartment G01, Quayside Quarter, North Wall Quay, Dublin 1",2550.0,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Apartment-G01-Quayside-Quarter-North-Wall-Quay-Dublin-1/2004803/
3718,"Quayside Quarter @ Dublin Landings, North Wall, Dublin 1",2550.0,"2 beds, 2 baths, 83m 2, , Apartment",https://www.myhome.ie/rentals/brochure/quayside-quarter-dublin-landings-north-wall-dublin-1/4472653
669,"The Courtyard, Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6",2550.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Courtyard-Milltown-Avenue-Mount-Saint-Annes-Milltown-Dublin-6/5380014/
2693,"The Courtyard, Milltown Avenue, Mount Saint Annes",2550.0,"2 bedrooms (2 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/The-Courtyard-Milltown-Avenue-Mount-Saint-Annes/5380014
3702,"Shelmartin Avenue, Marino, Dublin 3",2550.0,"4 beds, 2 baths, , House",https://www.myhome.ie/rentals/brochure/shelmartin-avenue-marino-dublin-3/4512700
717,"6 Queens Court, Queens Park, Monkstown, Co. Dublin",2550.0,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/6-Queens-Court-Queens-Park-Monkstown-Co-Dublin/5367395/
3921,"The Courtyard Mount St. Annes, Milltown, Dublin 6",2550.0,"2 beds, 2 baths, , Semi-Detached",https://www.myhome.ie/rentals/brochure/the-courtyard-mount-st-annes-milltown-dublin-6/4508121
6248,"6 Queens Court, Queens Park, Monkstown, Co. Dublin",2550.0,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-6-queens-court-queens-park-monkstown-co-dublin/3423269
6253,"Shelmartin Avenue, Marino, Dublin 3",2550.0,"4 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-shelmartin-avenue-marino-dublin-3/3437354
6254,"Apartment 83, Block C, Monkstown, Co. Dublin",2550.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-83-block-c-monkstown-co-dublin/3428237
6252,"26 The Maples, Bird Avenue, Clonskeagh, Dublin 14",2550.0,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-26-the-maples-bird-avenue-clonskeagh-dublin-14/3413475
6251,"The Courtyard, Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6",2550.0,"2 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-the-courtyard-milltown-avenue-mount-saint-annes-milltown-dublin-6/3424618
6250,"Carmanhall Court, Burton Hall Rd, Sandyford, Dublin 18",2550.0,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-carmanhall-court-burton-hall-rd-sandyford-dublin-18/3426818
6249,"82 Castlefield Hall, Clonsilla, Dublin 15",2550.0,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-82-castlefield-hall-clonsilla-dublin-15/2737536
24,"Shelmartin Avenue, Marino, Marino, Dublin 3",2550.0,"4 bedrooms (1 single, 3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Shelmartin-Avenue-Marino-Marino-Dublin-3/5495941/
2185,"2 Bed Plus Study, Fernbank, Churchtown Road Upper, Churchtown, Churchtown, Dublin 14",2550.0,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/2-Bed-Plus-Study-Fernbank-Churchtown-Road-Upper-Churchtown-Churchtown-Dublin-14/2022105/
2015,"82 Castlefield Hall, Clonsilla, Dublin 15",2550.0,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/82-Castlefield-Hall-Clonsilla-Dublin-15/3170710/
3559,"Fernbank, Churchtown Road Upper, Churchtown",2550.0,"2 bedrooms (2 double), 2 bathrooms apartment",https://www.let.ie/property-to-rent/Fernbank-Churchtown-Road-Upper-Churchtown/2022105
2870,"26 The Maples, Bird Avenue",2550.0,"3 bedrooms (1 single, 2 double), 3 bathrooms, unfurnished house",https://www.let.ie/property-to-rent/26-The-Maples-Bird-Avenue/5280364
6105,"Quayside Quarter, North Wall Quay, Dublin 1",2550.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-g01-quayside-quarter-north-wall-quay-dublin-1/1510676
4117,"Quayside Quarter @ Dublin Landings, Docklands, Dublin 1",2550.0,"2 beds, 2 baths, 80m 2, , Apartment",https://www.myhome.ie/rentals/brochure/quayside-quarter-dublin-landings-docklands-dublin-1/4428947
156,"Apartment 83, Block C, Monkstown, Co. Dublin",2550.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-83-Block-C-Monkstown-Co-Dublin/5408376/
3422,82 Castlefield Hall,2550.0,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished house",https://www.let.ie/property-to-rent/82-Castlefield-Hall/3170710
3632,"Quayside Quarter, North Wall Quay",2550.0,"2 bedrooms (2 double), 2 bathrooms apartment",https://www.let.ie/property-to-rent/Quayside-Quarter-North-Wall-Quay/2004803
610,"Carmanhall Court, Burton Hall Rd, Sandyford, Dublin 18",2550.0,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Carmanhall-Court-Burton-Hall-Rd-Sandyford-Dublin-18/5395169/
6255,"Aulden Grange, Santry, Dublin 9",2585.0,"4 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-aulden-grange-santry-dublin-9/3280609
1184,"Aulden Grange, Santry, Dublin 9",2585.0,"4 bedrooms (4 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Aulden-Grange-Santry-Dublin-9/5194922/
2109,"76 Navan Road, Navan Road (D7), Dublin 7",2586.0,"3 bedrooms (3 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/76-Navan-Road-Navan-Road-D7-Dublin-7/2041272/
3490,76 Navan Road,2586.0,"3 bedrooms (3 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/76-Navan-Road/2041272
6256,"76 Navan Road, Navan Road (D7), Dublin 7",2586.0,"3 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-76-navan-road-navan-road-d7-dublin-7/2494823
710,"Hanover Quarter, Hanover Quay, Off Asgard Road, Grand Canal Dock, Dublin 2",2590.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Hanover-Quarter-Hanover-Quay-Off-Asgard-Road-Grand-Canal-Dock-Dublin-2/5369123/
6257,"Hanover Quarter, Hanover Quay, off Asgard Road, Grand Canal Dock, Dublin 2",2590.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-hanover-quarter-hanover-quay-off-asgard-road-grand-canal-dock-dublin-2/3423473
3849,"6 Tivoli Terrace, Dun Laoghaire, Dublin",2595.0,"2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/6-tivoli-terrace-dun-laoghaire-dublin/4326570
2581,"Apartment 12, Gascoigne Court",2595.0,"3 bedrooms (3 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-12-Gascoigne-Court/5431328
6258,"Apartment 12, Gascoigne Court, Dublin 8",2595.0,"3 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-12-gascoigne-court-dublin-8/3430600
456,"Apartment 12, Gascoigne Court, Dublin 8",2595.0,"3 bedrooms (3 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-12-Gascoigne-Court-Dublin-8/5431328/
571,"Seafield Downs, Clontarf, Dublin 3",2600.0,"3 bedrooms (1 single, 2 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Seafield-Downs-Clontarf-Dublin-3/5403794/
6259,"Academy building, Park West Pointe, Park West, Dub, Dublin 12",2600.0,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-academy-building-park-west-pointe-park-west-dub-dublin-12/3260813
166,"44 Furry Park Court, Howth Road, Killester, Dublin 5",2600.0,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/44-Furry-Park-Court-Howth-Road-Killester-Dublin-5/5476727/
2573,"Newington Terrace, Rathmines",2600.0,"3 bedrooms (3 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Newington-Terrace-Rathmines/5435129
2122,"Spacious 3 Bed, St. Raphaels, Stillorgan, Stillorgan, Co. Dublin",2600.0,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Spacious-3-Bed-St-Raphaels-Stillorgan-Stillorgan-Co-Dublin/2031921/
3629,"The Friary, Cecilia Street",2600.0,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/The-Friary-Cecilia-Street/1996185
6260,"Rathfarnham Road, Rathfarnham, Dublin 14",2600.0,"4 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-rathfarnham-road-rathfarnham-dublin-14/2617009
897,"99a Church Road, East Wall, Dublin 3",2600.0,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/99a-Church-Road-East-Wall-Dublin-3/5311311/
6261,"The Pines, Herbert Park Lane, Dublin 4",2600.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-pines-herbert-park-lane-dublin-4/2598660
6262,"Seafield Downs, Clontarf, Dublin 3",2600.0,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-seafield-downs-clontarf-dublin-3/3427860
6263,"Rafters Road, Drimnagh, Dublin 12",2600.0,"4 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-rafters-road-drimnagh-dublin-12/3430707
6273,"56 Royston, Kimmage Road West, Kimmage, Dublin 12",2600.0,"4 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-56-royston-kimmage-road-west-kimmage-dublin-12/3426751
1396,"4 The Green Building, 23/24 Temple Lane South, Temple Bar, Dublin 2",2600.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/4-The-Green-Building-2324-Temple-Lane-South-Temple-Bar-Dublin-2/5067524/
6264,"44 Furry Park Court, Howth Road, Killester, Dublin 5",2600.0,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-44-furry-park-court-howth-road-killester-dublin-5/3435528
3142,"Charlemont, Griffith Avenue",2600.0,"4 bedrooms (2 single, 2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Charlemont-Griffith-Avenue/4976569
511,"Apartment 7 Block 4 Gallery Quay, Grand Canal Dock, Dublin 2",2600.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-7-Block-4-Gallery-Quay-Grand-Canal-Dock-Dublin-2/5359047/
3210,"Apt 8, Shanowen Hall, 1 Shanowen Hall, Shanowen Road,, Santry, Dublin 9, Co. Dublin",2600.0,"4 bedrooms (4 single), 4 bathrooms, furnished apartment",https://www.let.ie/short-term-rental/Apt-8-Shanowen-Hall-1-Shanowen-Hall-Shanowen-Road-Santry-Dublin-9-Co-Dublin/4776584
2069,"The Pines, Herbert Park Lane, Dublin 4",2600.0,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/The-Pines-Herbert-Park-Lane-Dublin-4/2081826/
4182,"The Bramblings, Dublin 3, Dublin",2600.0,"3 beds, 1 bath, Terraced House",https://www.myhome.ie/rentals/brochure/the-bramblings-dublin-3-dublin/4481590
1913,"2 Bedroom Apartment, Cathedral Court, Unit 6 Cathedral Court, New Stree, Dublin 8",2600.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/2-Bedroom-Apartment-Cathedral-Court-Unit-6-Cathedral-Court-New-Stree-Dublin-8/3894828/
1914,"2 Bedroom Apartment, Cathedral Court, Unit 6 Cathedral Court, New Stree, Dublin 8",2600.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/2-Bedroom-Apartment-Cathedral-Court-Unit-6-Cathedral-Court-New-Stree-Dublin-8/3894829/
1918,"2 Bedroom Apartment, Cathedral Court, Unit 6 Cathedral Court, New Stree, Dublin 8",2600.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/2-Bedroom-Apartment-Cathedral-Court-Unit-6-Cathedral-Court-New-Stree-Dublin-8/4140229/
4337,"Shanowen Hall, 1 Shanowen Hall, Shanowen Road, Santry, Dublin 9",2600.0,"4 Bed, 4 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apt-8-shanowen-hall-1-shanowen-hall-shanowen-road-santry-dublin-9/3217096
3344,"2 Bedroom Apartment, Cathedral Court, Unit 6 Cathedral Court, New Stree, Dublin 8, Co. Dublin",2600.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bedroom-Apartment-Cathedral-Court-Unit-6-Cathedral-Court-New-Stree-Dublin-8-Co-Dublin/3894828
3345,"2 Bedroom Apartment, Cathedral Court, Unit 6 Cathedral Court, New Stree, Dublin 8, Co. Dublin",2600.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bedroom-Apartment-Cathedral-Court-Unit-6-Cathedral-Court-New-Stree-Dublin-8-Co-Dublin/3894829
618,"56 Royston, Kimmage Road West, Kimmage, Dublin 12",2600.0,"4 bedrooms (1 single, 3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/56-Royston-Kimmage-Road-West-Kimmage-Dublin-12/5395137/
3866,"56 Royston, Kimmage, Dublin 12",2600.0,"4 beds, 3 baths, 102m 2, , Semi-Detached",https://www.myhome.ie/rentals/brochure/56-royston-kimmage-dublin-12/4511071
4270,"2 Sheepmoor Close, Blanchardstown, Dublin",2600.0,"3 beds, 1 bath, 85m 2, , Terraced House",https://www.myhome.ie/rentals/brochure/2-sheepmoor-close-blanchardstown-dublin/4404321
2660,"56 Royston, Kimmage Road West",2600.0,"4 bedrooms (1 single, 3 double), 3 bathrooms, furnished house",https://www.let.ie/property-to-rent/56-Royston-Kimmage-Road-West/5395137
3349,"2 Bedroom Apartment, Cathedral Court, Unit 6 Cathedral Court, New Stree, Dublin 8, Co. Dublin",2600.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bedroom-Apartment-Cathedral-Court-Unit-6-Cathedral-Court-New-Stree-Dublin-8-Co-Dublin/4140229
2633,Seafield Downs,2600.0,"3 bedrooms (1 single, 2 double), 2 bathrooms, unfurnished house",https://www.let.ie/property-to-rent/Seafield-Downs/5403794
3811,"The Grange, Brewery Road, Stillorgan, Co. Dublin, Dublin South County, Dublin",2600.0,"3 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/the-grange-brewery-road-stillorgan-co-dublin-dublin-south-county-dublin/4481377
2049,"Rathfarnham Road, Rathfarnham, Dublin 14",2600.0,"4 bedrooms (2 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Rathfarnham-Road-Rathfarnham-Dublin-14/2094078/
1214,"Academy Building, Park West Pointe, Park West, Dub, Park West, Dublin 12",2600.0,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Academy-Building-Park-West-Pointe-Park-West-Dub-Park-West-Dublin-12/5064606/
2609,"Apartment 7 Block 4 Gallery Quay, Grand Canal Dock, Dublin 2, Co. Dublin",2600.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-7-Block-4-Gallery-Quay-Grand-Canal-Dock-Dublin-2-Co-Dublin/5359047
1740,"The Dickens, Barrow Street, Ringsend, Dublin 4",2600.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Dickens-Barrow-Street-Ringsend-Dublin-4/4549970/
4199,"14 College Park, Terenure, Dublin 6W",2600.0,"2 beds, 2 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/14-college-park-terenure-dublin-6w/4362627
6265,"The Friary, Cecilia Street, Temple Bar, Dublin 2",2600.0,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-friary-cecilia-street-temple-bar-dublin-2/1483177
6272,"4 The Green Building, 23/24 Temple Lane South, Temple Bar, Dublin 2",2600.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-4-the-green-building-23-24-temple-lane-south-temple-bar-dublin-2/3261159
443,"Rafters Road, Drimnagh, Dublin 12",2600.0,"4 bedrooms (1 single, 3 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Rafters-Road-Drimnagh-Dublin-12/5431405/
4069,"Marlborough Street, Dublin 1, Dublin",2600.0,"3 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/marlborough-street-dublin-1-dublin/4503053
1630,"Apt 8, Shanowen Hall, 1 Shanowen Hall, Shanowen Road, Santry, Dublin 9",2600.0,"4 bedrooms (4 single), 4 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apt-8-Shanowen-Hall-1-Shanowen-Hall-Shanowen-Road-Santry-Dublin-9/4776584/
6269,"7 The Dickens, Barrow Street, Ringsend, Dublin 4",2600.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-7-the-dickens-barrow-street-ringsend-dublin-4/3219857
1486,"Charlemont, Griffith Avenue, Drumcondra, Dublin 3",2600.0,"4 bedrooms (2 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Charlemont-Griffith-Avenue-Drumcondra-Dublin-3/4976569/
6268,"The Dickens, Barrow Street, Ringsend, Dublin 4",2600.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-dickens-barrow-street-ringsend-dublin-4/3193162
431,"Newington Terrace, Rathmines, Rathmines, Dublin 6",2600.0,"3 bedrooms (3 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Newington-Terrace-Rathmines-Rathmines-Dublin-6/5435129/
