Address,Price per month €,Beds,Capacity,Link
"Apartment 63, Millbank, Portmarnock, Co. Dublin",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-63-millbank-portmarnock-co-dublin/3534800
"The Windmill, Windmill Lane, Dublin 2",1900.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-windmill-windmill-lane-dublin-2/3448521
"Apartment 4, Duff House, Dublin 1",1900.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-4-Duff-House-Dublin-1/6200810/
"Apartment 2 The Onyx, The Grange, Brewery Road, Blackrock, Co. Dublin",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-2-the-onyx-the-grange-brewery-road-blackrock-co-dublin/3542048
"Carmichael Hall, Windy Arbour,   Dublin 14",1900.0,2,"2 beds, 2 baths, 68m 2, , Apartment",https://www.myhome.ie/rentals/brochure/carmichael-hall-windy-arbour-dublin-14/4515290
"Apartment 102, The Cubes 1, Beacon South Quarter, Sandyford, Dublin 18",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-102-the-cubes-1-beacon-south-quarter-sandyford-dublin-18/3542903
"Millrace Avenue, Saggart, Co. Dublin, Saggart, Co. Dublin",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Millrace-Avenue-Saggart-Co-Dublin-Saggart-Co-Dublin/6151591/
"Apartment 102, The Cubes 1, Beacon South Quarter, Sandyford, Dublin 18",1900.0,2,"2 bedrooms (1 single, 1 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-102-The-Cubes-1-Beacon-South-Quarter-Sandyford-Dublin-18/6202877/
"St James Wood, South Circular Road, South Circular Road, Dublin 8, Dublin 8, Dublin",1900.0,2,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/st-james-wood-south-circular-road-south-circular-road-dublin-8-dublin-8-dublin/4415369
"52 Mountjoy Square, North City Centre, Dublin 1",1900.0,2,"2 beds, 1 bath, 70m 2, , Apartment",https://www.myhome.ie/rentals/brochure/52-mountjoy-square-north-city-centre-dublin-1/2581653
"48 Sandyford View, Sandyford, Dublin 18",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/48-Sandyford-View-Sandyford-Dublin-18/6199245/
"1 Richmond Villas, South Richmond Street, South City Centre,   Dublin 2",1900.0,2,"2 beds, 1 bath, 55m 2, , Apartment",https://www.myhome.ie/rentals/brochure/1-richmond-villas-south-richmond-street-south-city-centre-dublin-2/4496050
"Bootertown Wood, Booterstown, Co. Dublin",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Bootertown-Wood-Booterstown-Co-Dublin/6200349/
"Apartment 2 The Onyx, The Grange, Brewery Road, Blackrock, Co. Dublin",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Apartment-2-The-Onyx-The-Grange-Brewery-Road-Blackrock-Co-Dublin/6199904/
"Apartment 12, Blackhall View, Stoneybatter, Dublin 7",1900.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-12-blackhall-view-stoneybatter-dublin-7/3460900
"Altamont Hall, Stoney Road, Dundrum, Dublin 14",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Altamont-Hall-Stoney-Road-Dundrum-Dublin-14/6204054/
"Millrace Avenue, Saggart, Co. Dublin",1900.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-millrace-avenue-saggart-co-dublin/3509969
"Millbank, The Links, Station Road, Portmarnock, Co. Dublin",1900.0,2,"2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/millbank-the-links-station-road-portmarnock-co-dublin/4528767
"Eaton Green, Rathcoole, Co. Dublin",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Eaton-Green-Rathcoole-Co-Dublin/5440045/
"Apartment 63, Millbank, Portmarnock, Co. Dublin",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-63-Millbank-Portmarnock-Co-Dublin/6163045/
"20 The Court, High Park, Grace Park Road, Drumcondra, Dublin 3",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/20-The-Court-High-Park-Grace-Park-Road-Drumcondra-Dublin-3/6176769/
"Block 1, Allendale Square, Clonsilla, Dublin 15",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-block-1-allendale-square-clonsilla-dublin-15/3540354
"48 sandyford view, Sandyford, Dublin 18",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-48-sandyford-view-sandyford-dublin-18/3541852
"20 The Court, High Park, Grace Park Road, Drumcondra, Dublin 3",1900.0,2,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-20-the-court-high-park-grace-park-road-drumcondra-dublin-3/3537770
"Apartment 38, Exchange Hall, The Exchange, Tallaght, Dublin 24",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-38-Exchange-Hall-The-Exchange-Tallaght-Dublin-24/6096557/
"Block 1, Allendale Square, Dublin",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Block-1-Allendale-Square/6192809
"The Maple, Ballinteer, Dublin 16",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-maple-ballinteer-dublin-16/3524637
"lansdowne hall 8 naas road, Inchicore, Dublin 8",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-lansdowne-hall-8-naas-road-inchicore-dublin-8/3506540
"Cork Street, Dublin 8",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cork-Street-Dublin-8/5379985/
"Millrace Avenue, Saggart, Co. Dublin",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Millrace-Avenue-Saggart-Co-Dublin/6057876
"The Windmill, Windmill Lane, Dublin 2",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Windmill-Windmill-Lane-Dublin-2/5565636/
"Millrace Avenue, Saggart, Co. Dublin",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Millrace-Avenue-Saggart-Co-Dublin/6151591
"3a Longford Place, Monkstown, Monkstown, Co. Dublin",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/3a-Longford-Place-Monkstown-Monkstown-Co-Dublin/6165785/
"Apartment 12, Blackhall View, Stoneybatter, Dublin 7",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-12-Blackhall-View-Stoneybatter-Dublin-7/5625795/
"20 The Court, High Park, Grace Park Road, Dublin",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/20-The-Court-High-Park-Grace-Park-Road/6176769
"Swanward Court, Parnell Road, Dublin",1900.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-swanward-court-parnell-road/3524129
"Millrace Avenue, Saggart, County Dublin",1900.0,2,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/millrace-avenue-saggart-county-dublin/4523953
"16 Bow Bridge, Kilmainham, Dublin 8",1900.0,2,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-16-bow-bridge-kilmainham-dublin-8/3524265
"3A Longford Place, Monkstown, Dublin",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/3A-Longford-Place-Monkstown/6165785
"Apartment 63, Millbank, Dublin",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-63-Millbank/6163045
"Apartment 11, 31-33 Fitzgibbon Street, Dublin 1",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-11-31-33-fitzgibbon-street-dublin-1/3500562
"48 sandyford view, Sandyford, Dublin 18, Co. Dublin",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/48-sandyford-view-Sandyford-Dublin-18-Co-Dublin/6199245
"Bootertown Wood, Booterstown, Co. Dublin",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bootertown-wood-booterstown-co-dublin/3542174
"Apartment 11, 31-33 Fitzgibbon Street, Dublin 1",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-11-31-33-Fitzgibbon-Street-Dublin-1/6005929/
"16 Bow Bridge, Kilmainham, Dublin 8",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/16-Bow-Bridge-Kilmainham-Dublin-8/6118517/
"Apartment 4, Duff House, Dublin",1900.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-4-Duff-House/6200810
"Swanward Court, Parnell Road, Dublin 12",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Swanward-Court-Parnell-Road-Dublin-12/6118236/
"3A Longford Place, Monkstown, Co. Dublin",1900.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-3a-longford-place-monkstown-co-dublin/3535290
"Lansdowne Hall 8 Naas Road, Inchicore, Dublin 8",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Lansdowne-Hall-8-Naas-Road-Inchicore-Dublin-8/6045877/
"Millrace Avenue, Saggart, Co. Dublin, Saggart, Co. Dublin",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Millrace-Avenue-Saggart-Co-Dublin-Saggart-Co-Dublin/6057876/
"20 The Court, High Park, Crace Park Road, Dublin 9, Drumcondra, Dublin 9",1900.0,2,"2 beds, 1 bath, , House",https://www.myhome.ie/rentals/brochure/20-the-court-high-park-crace-park-road-dublin-9-drumcondra-dublin-9/4529039
"Apartment 12, Blackhall View, Stoneybatter, Dublin 7",1900.0,2,"2 beds, Apartment",https://www.myhome.ie/rentals/brochure/apartment-12-blackhall-view-stoneybatter-dublin-7/4514972
"Swanward Court, Parnell Road, Dublin",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Swanward-Court-Parnell-Road/6118236
"16 Bow Bridge, Kilmainham, Dublin 8, Co. Dublin",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished house",https://www.let.ie/short-term-rental/16-Bow-Bridge-Kilmainham-Dublin-8-Co-Dublin/6118517
"Eaton Green, Dublin",1900.0,2,"2 bedrooms (2 double), 2 bathrooms apartment",https://www.let.ie/property-to-rent/Eaton-Green/5440045
"Altamont Hall, Stoney Road, Dundrum, Dublin 14",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-altamont-hall-stoney-road-dundrum-dublin-14/3543090
"Cork Street, Dublin",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Cork-Street/5379985
"Apartment 102, The Cubes 1, Beacon South Quarter, Dublin",1900.0,2,"2 bedrooms (1 single, 1 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-102-The-Cubes-1-Beacon-South-Quarter/6202877
"Cork Street, Dublin 8",1900.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-cork-street-dublin-8/3424563
"Apartment 12, Blackhall View, Dublin",1900.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-12-Blackhall-View/5625795
"The Maple, Ballinteer, Dublin 16",1900.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Maple-Ballinteer-Dublin-16/6120332/
"Liberty View, Longs Place, Dublin 8",1905.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Liberty-View-Longs-Place-Dublin-8/6180289/
"Liberty View, Longs Place, Dublin 8",1905.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-liberty-view-longs-place-dublin-8/3538190
"Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15",1914.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-millrace-road-phoenix-park-racecourse-castleknock-dublin-15/3522184
"Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15",1914.0,2,"2 bedrooms, 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Millrace-Road-Phoenix-Park-Racecourse-Castleknock-Dublin-15/6112258/
"Millrace Road, Phoenix Park Racecourse, Dublin 15, Castleknock",1914.0,2,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/millrace-road-phoenix-park-racecourse-dublin-15-castleknock/4526061
"Apartment 275, Wyckham Point, Dundrum, Dublin 14",1923.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-275-Wyckham-Point-Dundrum-Dublin-14/6142693/
"Apartment 275, Wyckham Point, Dublin",1923.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-275-Wyckham-Point/6142693
"Apartment 275, Wyckham Point, Dundrum, Dublin 14",1923.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-275-wyckham-point-dundrum-dublin-14/3529838
"Shackleton Park, Lucan, Co. Dublin",1925.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-shackleton-park-lucan-co-dublin/3526750
"Gandon Grove, CODUBLIN, Lucan, Co. Dublin",1925.0,2,"2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/gandon-grove-codublin-lucan-co-dublin/4468415
"2 Bedroom Apartment, Shackleton Point, Shackleton Park, Lucan, Co. Dublin",1925.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/2-Bedroom-Apartment-Shackleton-Point-Shackleton-Park-Lucan-Co-Dublin/6029811/
"Gandon Grove, Gandon Park, Lucan, Co. Dublin",1925.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-2-bed-apartment-gandon-grove-gandon-park-lucan-co-dublin/2627289
"2 Bed Apartment, Gandon Grove, Gandon Park, Lucan, Co. Dublin",1925.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bed-Apartment-Gandon-Grove-Gandon-Park-Lucan-Co-Dublin/3127016
"Shackleton Point, Shackleton Park, Lucan, Co. Dublin",1925.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-2-bedroom-apartment-shackleton-point-shackleton-park-lucan-co-dublin/3503104
"Shackleton Park, Lucan, Co. Dublin",1925.0,2,"2 bedrooms, 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Shackleton-Park-Lucan-Co-Dublin/6128289/
"Ilex House, Mespil Estate, Sussex Road, Ballsbridge, Dublin 4",1925.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Ilex-House-Mespil-Estate-Sussex-Road-Ballsbridge-Dublin-4/6114242/
"Ilex House, Mespil Estate, Sussex Road, Ballsbridge, Dublin 4",1925.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-ilex-house-mespil-estate-sussex-road-ballsbridge-dublin-4/3522921
"2 Bed Apartment, Gandon Grove, Gandon Park, Lucan, Co. Dublin",1925.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/2-Bed-Apartment-Gandon-Grove-Gandon-Park-Lucan-Co-Dublin/3127016/
"Shackleton Park, CO.DUBLI, Lucan, Co. Dublin",1925.0,2,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/shackleton-park-co-dubli-lucan-co-dublin/4526889
"2 Bedroom Apartment , Shackleton Point, Shackleton Park, Lucan, Co. Dublin",1925.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bedroom-Apartment--Shackleton-Point-Shackleton-Park-Lucan-Co-Dublin/6029811
"pembroke road, Ballsbridge, Dublin 4",1935.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-pembroke-road-ballsbridge-dublin-4/3533068
"Pembroke Road, Ballsbridge, Dublin 4",1935.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Pembroke-Road-Ballsbridge-Dublin-4/6155950/
"pembroke road, Ballsbridge, Dublin 4",1935.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-pembroke-road-ballsbridge-dublin-4/3533122
"Pembroke Road, Ballsbridge, Dublin 4",1935.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Pembroke-Road-Ballsbridge-Dublin-4/6155986/
"Chandlers Guild James St Dublin 8, Kilmainham, Dublin 8",1940.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Chandlers-Guild-James-St-Dublin-8-Kilmainham-Dublin-8/6163107/
"9 Fingal Place, Stoneybatter, Dublin 7",1940.0,2,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-9-fingal-place-stoneybatter-dublin-7/3540269
"9 Fingal Place, Stoneybatter, Dublin 7",1940.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/9-Fingal-Place-Stoneybatter-Dublin-7/6192334/
"9 Fingal Place, Stoneybatter, Dublin 7, Co. Dublin",1940.0,2,"2 bedrooms (2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/9-Fingal-Place-Stoneybatter-Dublin-7-Co-Dublin/6192334
"Chandlers Guild James St Dublin 8, Kilmainham, Dublin 8",1940.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-chandlers-guild-james-st-dublin-8-kilmainham-dublin-8/3534883
"2 annesley bridge road, Fairview, Dublin 3",1950.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-2-annesley-bridge-road-fairview-dublin-3/3529157
"Bridgefield, BLOCK A4, Santry, Dublin 9",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bridgefield-block-a4-santry-dublin-9/3471569
"Collins Square, Smithfield, Dublin 1",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-collins-square-smithfield-dublin-1/3518241
"20 Temple Court, Palatine Square, Stoneybatter, Dublin 7",1950.0,2,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-20-temple-court-palatine-square-stoneybatter-dublin-7/3533248
"Premier Square Glasnevin Finglas, Glasnevin, Dublin 11",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-premier-square-glasnevin-finglas-glasnevin-dublin-11/3542213
"Greenview, Seabrok Manor, Station Road, Portmarnoc, Portmarnock, Co. Dublin",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-greenview-seabrok-manor-station-road-portmarnoc-portmarnock-co-dublin/3437473
"124 Castleforbes Square, Block C, Castleforbes Roa, Dublin 1",1950.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-124-castleforbes-square-block-c-castleforbes-roa-dublin-1/3439565
"Apartment 121, Block 5, Harcourt Green, Dublin 2",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-121-block-5-harcourt-green-dublin-2/3537533
"54A Thomas Street, Christchurch, Dublin 8",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-54a-thomas-street-christchurch-dublin-8/3463978
"54A Thomas Street, Dublin",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/54A-Thomas-Street/5653374
"Bridgefield, BLOCK A4, Dublin",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Bridgefield-BLOCK-A4/5726234
"Collins Square, Smithfield, Dublin 1",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Collins-Square-Smithfield-Dublin-1/6094278/
"Collins Square, Dublin",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Collins-Square/6094278
"Apartment 6, The Beeches, Dublin",1950.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-6-The-Beeches/6147972
"Aran Court, Waterville, Blanchardstown, Dublin 15",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Aran-Court-Waterville-Blanchardstown-Dublin-15/5979024/
"Alexandra Place, Dublin",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-alexandra-place/2937531
"20 Temple Court, Palatine Square, Stoneybatter, Dublin 7, Co. Dublin",1950.0,2,"2 bedrooms (2 double), 1 bathroom house",https://www.let.ie/property-to-rent/20-Temple-Court-Palatine-Square-Stoneybatter-Dublin-7-Co-Dublin/6156546
"Bridgefield, Block A4, Santry, Dublin 9",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Bridgefield-Block-A4-Santry-Dublin-9/5726234/
"54a Thomas Street, Christchurch, Dublin 8",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/54a-Thomas-Street-Christchurch-Dublin-8/5653374/
"Apartment 168, The Oak, Rathfarnham, Dublin 14",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-168-the-oak-rathfarnham-dublin-14/3525015
"124 Castleforbes Square, Block C, Castleforbes Roa, Dublin 1",1950.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/124-Castleforbes-Square-Block-C-Castleforbes-Roa-Dublin-1/5519017/
"Greenview, Seabrok Manor, Station Road, Portmarnoc, Portmarnock, Co. Dublin",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Greenview-Seabrok-Manor-Station-Road-Portmarnoc-Portmarnock-Co-Dublin/5497285/
"154/155 Capel Street, Dublin",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/154155-Capel-Street/6188051
"John\'s Court, Dublin",1950.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Johns-Court/6188513
"Apartment 8, The Pines, The Vale, Citywest, Co. Dublin",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-8-The-Pines-The-Vale-Citywest-Co-Dublin/4518683/
"2 Bed Apartment, U Hansfield, Station Road, Ongar, Dublin 15",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/2-Bed-Apartment-U-Hansfield-Station-Road-Ongar-Dublin-15/4010283/
"124 Castleforbes Square, Block C, Castleforbes Roa, Dublin",1950.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/124-Castleforbes-Square-Block-C-Castleforbes-Roa/5519017
"Alexandra Place, Dublin 3",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Alexandra-Place-Dublin-3/3938701/
"Apartment 168, The Oak, Rathfarnham, Dublin 14",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Apartment-168-The-Oak-Rathfarnham-Dublin-14/6121738/
"2 Bed apartment, U Hansfield, Station Road, Ongar, Dublin 15, Co. Dublin",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bed-apartment-U-Hansfield-Station-Road-Ongar-Dublin-15-Co-Dublin/4010283
"Mellows Quay, Ushers Quay, Dublin 8",1950.0,2,"2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/mellows-quay-ushers-quay-dublin-8/4258514
"Bridgefield, Northwood, Santry, Dublin 9",1950.0,2,"2 beds, 2 baths, 83m 2, , Apartment",https://www.myhome.ie/rentals/brochure/bridgefield-northwood-santry-dublin-9/4355228
"Premier Square Glasnevin Finglas, Glasnevin, Dublin 11",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Premier-Square-Glasnevin-Finglas-Glasnevin-Dublin-11/6200373/
"122 Ivy Exchange, Parnell Street, Dublin 1, Palmerstown, Dublin 20",1950.0,2,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/122-ivy-exchange-parnell-street-dublin-1-palmerstown-dublin-20/3482338
"Spencer House, Custom House Square, IFSC, Dublin 1",1950.0,2,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/spencer-house-custom-house-square-ifsc-dublin-1/3485943
"John\'s Court, Dublin 8",1950.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Johns-Court-Dublin-8/6188513/
"154/155 Capel Street, Dublin 1",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/154155-Capel-Street-Dublin-1/6188051/
"Apartment 121, Block 5, Harcourt Green, Dublin 2",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-121-Block-5-Harcourt-Green-Dublin-2/6175934/
"Old Kilmainham Village, Bow Lane West, Dublin 8",1950.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Old-Kilmainham-Village-Bow-Lane-West-Dublin-8/6169847/
"Chesterfield, Riverpark Apartments,, Islandbridge, Dublin 8",1950.0,2,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/chesterfield-riverpark-apartments-islandbridge-dublin-8/4527285
"Collins Square, Benburb Street, Dublin 7, Dublin",1950.0,2,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/collins-square-benburb-street-dublin-7-dublin/4109729
"20 Temple Court, Palatine Square, Stoneybatter, Dublin 7",1950.0,2,"2 bedrooms (2 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/20-Temple-Court-Palatine-Square-Stoneybatter-Dublin-7/6156546/
"Johns Court, Christchurch, Dublin 8",1950.0,2,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/johns-court-christchurch-dublin-8/4522014
