Address,Price per month €,Beds,Capacity,Link
"Ardoyne House, Pembroke Park, Dublin",3500.0,3,"3 bedrooms (1 single, 2 double), 2 bathrooms apartment",https://www.let.ie/property-to-rent/Ardoyne-House-Pembroke-Park/5855078
"Ardoyne House, Pembroke Park, Dublin 4",3500.0,3,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Ardoyne-House-Pembroke-Park-Dublin-4/5855078/
"Mayor Street, IFSC, Dublin 1",3580.0,3,"3 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/mayor-street-ifsc-dublin-1/4469046
"The Penthouse, Shieling Square, Raheny, Dublin 5",3600.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Penthouse-Shieling-Square-Raheny-Dublin-5/2082194/
"25 Stoneybatter Mews, Stoneybatter, Dublin 7",3600.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/25-Stoneybatter-Mews-Stoneybatter-Dublin-7/6175951/
"The Penthouse, Shieling Square, Dublin",3600.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished house",https://www.let.ie/property-to-rent/The-Penthouse-Shieling-Square/2082194
"The Penthouse, Shieling Square, Raheny, Dublin 5",3600.0,3,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-the-penthouse-shieling-square-raheny-dublin-5/2598896
"25 Stoneybatter Mews, Stoneybatter, Dublin 7",3600.0,3,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-25-stoneybatter-mews-stoneybatter-dublin-7/3537570
"Quayside Quarter at Dublin Landings, Docklands, Dublin 1",3605.0,3,"3 beds, 2 baths, 101m 2, , Apartment",https://www.myhome.ie/rentals/brochure/quayside-quarter-at-dublin-landings-docklands-dublin-1/4496986
"13 The Weir, 59 Orwell Park, Rathgar, Dublin 6",3750.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/13-The-Weir-59-Orwell-Park-Rathgar-Dublin-6/6195639/
"Shrewsbury, Ballsbridge, Dublin 4",3750.0,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Shrewsbury-Ballsbridge-Dublin-4/5574154/
"13 The Weir, 59 Orwell Park, Rathgar, Dublin 6",3750.0,3,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-13-the-weir-59-orwell-park-rathgar-dublin-6/3541167
"Mews 2, 93-95 Terenure Road East, Dublin 6, Terenure",3750.0,3,"3 Bed, 4 Bath, House",https://www.daft.ie//for-rent/house-mews-2-93-95-terenure-road-east-dublin-6-terenure/3541902
"13 The Weir, 59 Orwell Park, Dublin",3750.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished house",https://www.let.ie/property-to-rent/13-The-Weir-59-Orwell-Park/6195639
"Shrewsbury, Ballsbridge, Dublin 4",3750.0,3,"3 Bed, 3 Bath, Apartment",https://www.daft.ie//for-rent/apartment-shrewsbury-ballsbridge-dublin-4/3450833
"Mews 2, 93-95 Terenure Road East, Dublin 6, Terenure, Dublin 6",3750.0,3,"3 bedrooms (3 double), 4 bathrooms, furnished",https://www.rent.ie/houses-to-let/Mews-2-93-95-Terenure-Road-East-Dublin-6-Terenure-Dublin-6/6199505/
"Quayside Quarter at Dublin Landings, North Wall Quay, Dublin 1",3800.0,3,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-quayside-quarter-at-dublin-landings-north-wall-quay-dublin-1/2620878
"Quayside Quarter At Dublin Landings, North Wall Quay, Dublin 1",3800.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Quayside-Quarter-At-Dublin-Landings-North-Wall-Quay-Dublin-1/3101050/
"Quayside Quarter, North Wall Quay, Dublin",3830.0,3,"3 bedrooms (1 double, 2 twin), 2 bathrooms apartment",https://www.let.ie/property-to-rent/Quayside-Quarter-North-Wall-Quay/1981940
"Apartment 104, Quayside Quarter, North Wall Quay, Dublin 1",3830.0,3,"3 bedrooms (1 double, 2 twin), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Apartment-104-Quayside-Quarter-North-Wall-Quay-Dublin-1/1981940/
"The Pines, Herbert Park, Ballsbridge, Dublin 4, Ballsbridge, Dublin 4",3850.0,3,"3 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/the-pines-herbert-park-ballsbridge-dublin-4-ballsbridge-dublin-4/4513360
"Shrewsbury Square, Dublin 4",3973.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Shrewsbury-Square-Dublin-4/6110502/
"Shrewsbury Square, Dublin 4",3973.0,3,"3 Bed, 3 Bath, Apartment",https://www.daft.ie//for-rent/apartment-shrewsbury-square-dublin-4/3521763
"Shrewsbury Square, Dublin",3973.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Shrewsbury-Square/6110502
"10 Whitfield Grove, Rathmines, Dublin 6",4000.0,3,"3 bedrooms (3 double), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/10-Whitfield-Grove-Rathmines-Dublin-6/6132259/
"Sweepstakes Penthouse, Ballsbridge, Dublin 4",4000.0,3,"3 bedrooms (3 double), 4 bathrooms, furnished",https://www.rent.ie/houses-to-let/Sweepstakes-Penthouse-Ballsbridge-Dublin-4/5427831/
"Sweepstakes Penthouse, Ballsbridge, Dublin 4",4000.0,3,"3 Bed, 4 Bath, Apartment",https://www.daft.ie//for-rent/apartment-sweepstakes-penthouse-ballsbridge-dublin-4/3430218
"Opus, 6 Hanover Quay, Hanover Quay, Dublin 2",4000.0,3,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-3-bed-townhouses-opus-6-hanover-quay-hanover-quay-dublin-2/1442728
"3-bed Townhouses, Opus, 6 Hanover Quay, Hanover Quay, Dublin 2",4000.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/3-bed-Townhouses-Opus-6-Hanover-Quay-Hanover-Quay-Dublin-2/1980379/
"10 Whitfield Grove, Rathmines, Dublin 6",4000.0,3,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-10-whitfield-grove-rathmines-dublin-6/3527913
"Opus, 6 Hanover Quay, Hanover Quay, Dublin",4000.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished house",https://www.let.ie/property-to-rent/Opus-6-Hanover-Quay-Hanover-Quay/1980379
"Sweepstakes Penthouse, Dublin",4000.0,3,"3 bedrooms (3 double), 4 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Sweepstakes-Penthouse/5427831
"Synge Street, South City Centre, Dublin 8",4200.0,3,"3 beds, 2 baths, Detached",https://www.myhome.ie/rentals/brochure/synge-street-south-city-centre-dublin-8/4298988
"3-bed Apartment, Opus, 6 Hanover Quay, Hanover Quay, Dublin 2",4200.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/3-bed-Apartment-Opus-6-Hanover-Quay-Hanover-Quay-Dublin-2/4779517/
"3-Bed Apartment, Opus, 6 Hanover Quay, Hanover Quay, Dublin 2, Co. Dublin",4200.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/3-Bed-Apartment-Opus-6-Hanover-Quay-Hanover-Quay-Dublin-2-Co-Dublin/4779517
"Three Bedroom Apartment, Capital Dock Residence, Grand Canal, Dublin 2",4230.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Three-Bedroom-Apartment-Capital-Dock-Residence-Grand-Canal-Dublin-2/3805526/
"Three Bedroom Apartment, Capital Dock Residence, Grand Canal , Dublin 2, Co. Dublin",4230.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Three-Bedroom-Apartment-Capital-Dock-Residence-Grand-Canal--Dublin-2-Co-Dublin/3805526
"Capital Dock Residence, Grand Canal, Grand Canal Dock, Dublin 2, South Dublin City, Dublin 2, Dublin, D02P524",4230.0,3,"3 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/capital-dock-residence-grand-canal-grand-canal-dock-dublin-2-south-dublin-city-dublin-2-dublin-d02p5/4478951
"Apartment 40, The Willows, Claremont Road, Dublin",4250.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-40-The-Willows-Claremont-Road/6074206
"Hanover Dock, Block E, Dublin",4250.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Hanover-Dock-Block-E/6107197
"Apartment 99, Block E, Dublin 2",4250.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-99-Block-E-Dublin-2/6159036/
"Apartment 99, Block E, Dublin",4250.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-99-Block-E/6159036
"40 The Willows, Sandymount, Dublin 4",4250.0,3,"3 beds, 2 baths, , Penthouse",https://www.myhome.ie/rentals/brochure/40-the-willows-sandymount-dublin-4/4524476
"Hanover Dock, Block E, Hanover Quay, Dublin 2",4250.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Hanover-Dock-Block-E-Hanover-Quay-Dublin-2/6107197/
"Hanover Dock, Block E, Hanover Quay, Dublin 2",4250.0,3,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-hanover-dock-block-e-hanover-quay-dublin-2/3520582
"Apartment 40, The Willows, Claremont Road, Sandymount, Dublin 4",4250.0,3,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-40-the-willows-claremont-road-sandymount-dublin-4/3513545
"Apartment 99, Block E, Dublin 2",4250.0,3,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-99-block-e-dublin-2/3533658
"Apartment 40, The Willows, Claremont Road, Sandymount, Dublin 4",4250.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-40-The-Willows-Claremont-Road-Sandymount-Dublin-4/6074206/
"The Penthouses At Mayor Square, Docklands, Dublin 1",4400.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Penthouses-At-Mayor-Square-Docklands-Dublin-1/5834511/
"The Penthouses at Mayor Square, Docklands, Dublin 1",4400.0,3,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-penthouses-at-mayor-square-docklands-dublin-1/3483179
"2A Balally Road, Dundrum, Dublin 14",4500.0,3,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-2a-balally-road-dundrum-dublin-14/3472404
"Lansdowne Wood, Ballsbridge, Dublin 4",4500.0,3,"3 Bed, 3 Bath, Apartment",https://www.daft.ie//for-rent/apartment-lansdowne-wood-ballsbridge-dublin-4/3436829
"54 Raglan Lane, Ballsbridge, Dublin 4",4500.0,3,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-54-raglan-lane-ballsbridge-dublin-4/3542051
"Gordon st, Dublin 4",4500.0,3,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-gordon-st-dublin-4/3488010
"54 Raglan Lane, Dublin",4500.0,3,"3 bedrooms (3 double), 3 bathrooms, unfurnished house",https://www.let.ie/property-to-rent/54-Raglan-Lane/6199906
"Lansdowne Wood, Ballsbridge, Dublin 4",4500.0,3,"3 beds, 3 baths, , Apartment",https://www.myhome.ie/rentals/brochure/lansdowne-wood-ballsbridge-dublin-4/4512086
"54 Raglan Lane, Ballsbridge, Dublin 4",4500.0,3,"3 bedrooms (3 double), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/54-Raglan-Lane-Ballsbridge-Dublin-4/6199906/
"The Penthouse, Hanover Dock, Grand Canal Dk, Dublin 2",4500.0,3,"3 beds, 2 baths, 125m 2, , Penthouse",https://www.myhome.ie/rentals/brochure/the-penthouse-hanover-dock-grand-canal-dk-dublin-2/4370369
"Grosvenor Lane, Rathmines, Dublin 6",4500.0,3,"3 beds, 2 baths, , House",https://www.myhome.ie/rentals/brochure/grosvenor-lane-rathmines-dublin-6/4356197
"2a Balally Road, Dundrum, Dublin 16",4500.0,3,"3 beds, 3 baths, 164m 2, , Detached",https://www.myhome.ie/rentals/brochure/2a-balally-road-dundrum-dublin-16/4517134
"Gordon st, Dublin 4",4500.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Gordon-st-Dublin-4/5882629/
"2a Balally Road, Dundrum, Dundrum, Dublin 14",4500.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/2a-Balally-Road-Dundrum-Dundrum-Dublin-14/5735844/
"Lansdowne Wood, Dublin",4500.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Lansdowne-Wood/5490166
"2A Balally Road, Dundrum, Dublin",4500.0,3,"3 bedrooms (3 double), 3 bathrooms house",https://www.let.ie/property-to-rent/2A-Balally-Road-Dundrum/5735844
"Lansdowne Wood, Ballsbridge, Dublin 4",4500.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Lansdowne-Wood-Ballsbridge-Dublin-4/5490166/
"Baggot Rath House, Newbridge Ave,, Dublin",4640.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Baggot-Rath-House-Newbridge-Ave/1420955
"Baggot Rath House, Newbridge Ave, Ballsbridge, Dublin 4",4640.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Baggot-Rath-House-Newbridge-Ave-Ballsbridge-Dublin-4/1420955/
"Baggot Rath House, Newbridge Ave, Ballsbridge, Dublin 4",4640.0,3,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-baggot-rath-house-newbridge-ave-ballsbridge-dublin-4/11226
"Quayside Quarter, Docklands, Dublin 1",5000.0,3,"3 beds, 3 baths, 142m 2, , Apartment",https://www.myhome.ie/rentals/brochure/quayside-quarter-docklands-dublin-1/4478689
"Park View, 2 Clyde Lane, Ballsbridge, Dublin 4",5000.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Park-View-2-Clyde-Lane-Ballsbridge-Dublin-4/6149180/
"Park View, 2 Clyde Lane, Ballsbridge, Dublin 4",5000.0,3,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-park-view-2-clyde-lane-ballsbridge-dublin-4/3531548
"Quayside Quarter at Dublin Landings, North Wall Quay, Dublin 1",5000.0,3,"3 Bed, 3 Bath, Apartment",https://www.daft.ie//for-rent/apartment-quayside-quarter-at-dublin-landings-north-wall-quay-dublin-1/2877725
"Park View, 2 Clyde Lane, Dublin",5000.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/Park-View-2-Clyde-Lane/6149180
"Quayside Quarter At Dublin Landings, North Wall Quay, Dublin 1",5000.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Quayside-Quarter-At-Dublin-Landings-North-Wall-Quay-Dublin-1/3569163/
"Duplex 603, Quayside Quarter, North Wall Quay, Dublin 1",5030.0,3,"3 bedrooms (1 double, 2 twin), 3 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Duplex-603-Quayside-Quarter-North-Wall-Quay-Dublin-1/2065615/
"Hanover Street East , Dublin 2, Dublin",5180.0,3,"3 beds, 3 baths, 125m 2, , Apartment",https://www.myhome.ie/rentals/brochure/hanover-street-east-dublin-2-dublin/4213463
"The Links, Elmpark, Booterstown, Co. Dublin",5400.0,3,"3 Bed, 3 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-links-elmpark-booterstown-co-dublin/2871235
"The Links, Elmpark, Dublin",5400.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished apartment",https://www.let.ie/short-term-rental/The-Links-Elmpark/3523777
"The Links, Elmpark, Booterstown, Co. Dublin",5400.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Links-Elmpark-Booterstown-Co-Dublin/3523777/
"3 Bedroom Apartment, Number 1 Ballsbridge, Shelbourne Road, Dublin 4",5500.0,3,"3 bedrooms (3 double), 4 bathrooms, furnished",https://www.rent.ie/houses-to-let/3-Bedroom-Apartment-Number-1-Ballsbridge-Shelbourne-Road-Dublin-4/2045683/
"Number 1 Ballsbridge, Shelbourne Road, Dublin 4",5500.0,3,"3 Bed, 4 Bath, Apartment",https://www.daft.ie//for-rent/apartment-3-bedroom-apartment-number-1-ballsbridge-shelbourne-road-dublin-4/2509699
"3 Bedroom Apartment, Number 1 Ballsbridge, Shelbourne Road, Dublin 4, Co. Dublin",5500.0,3,"3 bedrooms (3 double), 4 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/3-Bedroom-Apartment-Number-1-Ballsbridge-Shelbourne-Road-Dublin-4-Co-Dublin/2045683
"Opus at 6 Hanover Quay, Grand Canal Dk, Dublin 2",5500.0,3,"3 beds, 3 baths, , Apartment",https://www.myhome.ie/rentals/brochure/opus-at-6-hanover-quay-grand-canal-dk-dublin-2/4341058
"3 Bedroom Penthouse Apartment, Number 1 Ballsbridge, Shelbourne Road, Dublin 4, Co. Dublin",6000.0,3,"3 bedrooms (3 double), 4 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/3-Bedroom-Penthouse-Apartment-Number-1-Ballsbridge-Shelbourne-Road-Dublin-4-Co-Dublin/2045684
"3 Bed Penthouse, Opus, 6 Hanover Quay, Hanover Quay, Dublin 2",6000.0,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/3-Bed-Penthouse-Opus-6-Hanover-Quay-Hanover-Quay-Dublin-2/2041557/
"3 Bed Penthouse, Opus, 6 Hanover Quay, Hanover Quay, Dublin 2, Co. Dublin",6000.0,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/3-Bed-Penthouse-Opus-6-Hanover-Quay-Hanover-Quay-Dublin-2-Co-Dublin/2041557
"3 Bedroom Penthouse Apartment, Number 1 Ballsbridge, Shelbourne Road, Dublin 4",6000.0,3,"3 bedrooms (3 double), 4 bathrooms, furnished",https://www.rent.ie/houses-to-let/3-Bedroom-Penthouse-Apartment-Number-1-Ballsbridge-Shelbourne-Road-Dublin-4/2045684/
"Park Avenue, Sandymount, Dublin 4, Sandymount, Dublin",6500.0,3,"3 beds, 3 baths",https://www.myhome.ie/rentals/brochure/park-avenue-sandymount-dublin-4-sandymount-dublin/4152462
"Cranmer Place, Dublin",7500.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished house",https://www.let.ie/short-term-rental/Cranmer-Place/5945670
"Cranmer Place, Dublin 4",7500.0,3,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-cranmer-place-dublin-4/3493909
"Cranmer Place, Dublin 4",7500.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Cranmer-Place-Dublin-4/5945670/
"Apartment 28, Block B, Grand Canal Dock, Dublin 2",8000.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-28-Block-B-Grand-Canal-Dock-Dublin-2/6175982/
"Apartment 28, Block B, Grand Canal Dock, Dublin 2",8000.0,3,"3 Bed, 3 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-28-block-b-grand-canal-dock-dublin-2/3537629
"The Blake, Lansdowne Place, Ballsbridge, Dublin 4",10000.0,3,"3 bedrooms (3 double), 4 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/The-Blake-Lansdowne-Place-Ballsbridge-Dublin-4/5781846/
"The Blake, Lansdowne Place, Dublin",10000.0,3,"3 bedrooms (3 double), 4 bathrooms apartment",https://www.let.ie/property-to-rent/The-Blake-Lansdowne-Place/5781846
"The Blake, Lansdowne Place, Ballsbridge, Dublin 4",10000.0,3,"3 Bed, 4 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-blake-lansdowne-place-ballsbridge-dublin-4/3476645
"Standard En Suite Ground Floor - 2021/22 Tenancy, From Here - Student Living, Cork Street, Cork Stre, Dublin 8, Co. Dublin",860.0,4,"4 bedrooms (4 single), 4 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Standard-En-Suite-Ground-Floor---202122-Tenancy-From-Here---Student-Living-Cork-Street-Cork-Stre-Dublin-8-Co-Dublin/5554941
"Standard En Suite Ground Floor - 2021/22 Tenancy, From Here - Student Living, Cork Street, Cork Stre, Dublin 8",860.0,4,"4 bedrooms (4 single), 4 bathrooms, furnished",https://www.rent.ie/houses-to-let/Standard-En-Suite-Ground-Floor---202122-Tenancy-From-Here---Student-Living-Cork-Street-Cork-Stre-Dublin-8/5554941/
"From Here - Student Living, Cork Street, Dublin 8",860.0,4,"4 Bed, 4 Bath, Apartment",https://www.daft.ie//for-rent/apartment-standard-en-suite-ground-floor-2021-22-tenancy-from-here-student-living-cork-street-cork-stre-dublin-8/3447150
"Carman's Hall, The Liberties, Dublin 8, Dublin",1036.0,4,"4 beds, 4 baths, Apartment",https://www.myhome.ie/rentals/brochure/carman-s-hall-the-liberties-dublin-8-dublin/4390407
"Gold En Suite - 2021/22 Tenancy, From Here - Student Living, Cork Street, Cork Stre, Dublin 8",1128.0,4,"4 bedrooms (4 double), 4 bathrooms, furnished",https://www.rent.ie/houses-to-let/Gold-En-Suite---202122-Tenancy-From-Here---Student-Living-Cork-Street-Cork-Stre-Dublin-8/3620544/
"Gold En Suite - 2021/22 Tenancy, From Here - Student Living, Cork Street, Cork Stre, Dublin 8, Co. Dublin",1128.0,4,"4 bedrooms (4 double), 4 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Gold-En-Suite---202122-Tenancy-From-Here---Student-Living-Cork-Street-Cork-Stre-Dublin-8-Co-Dublin/3620544
"7 Churchwell Mews, Belmayne, Balgriffin, Dublin 13",2200.0,4,"4 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-7-churchwell-mews-belmayne-balgriffin-dublin-13/3539190
"Larkhill Road, Whitehall, Dublin 9",2200.0,4,"4 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-larkhill-road-whitehall-dublin-9/3541442
"7 Churchwell Mews, Belmayne, Balgriffin, Dublin 13",2200.0,4,"4 bedrooms (1 single, 3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/7-Churchwell-Mews-Belmayne-Balgriffin-Dublin-13/6187359/
